person_id,dcboe_hash_id,smd_id,candidate_name,votes,vote_share,ranking,winner,write_in_winner,margin_of_victory,margin_of_victory_percentage,num_candidates,total_votes
,b85e48f9dfec64e6fae8093960d1e068e5c96ec95e381b5b19647153,smd_2022_1C07,Write-in,6,0.01060070671378092,3.0,False,False,-384,-0.6784452296819788,3,566
,97a5419c3aae5f72fb40335bd0ab0913f497bed0cc0048a63823a2aa,smd_2022_1C08,Write-in,212,1.0,1.0,True,True,0,0.0,1,212
,c8dc8c118426918990523108a57410efe18a8d42c044099d784b6085,smd_2022_1C09,Write-in,77,1.0,1.0,True,True,0,0.0,1,77
,bb6c21e0708da4130544e5777e21e3b7eb9f33108f1fa4a0fca19414,smd_2022_1D01,Write-in,249,1.0,1.0,True,True,0,0.0,1,249
11569.0,2f58136f1f3ab1fd5a66ce6cf4a92223cf9b07f72801ac5843729e63,smd_2022_1D02,Hannah Grigg,258,0.9772727272727273,1.0,True,False,252.0,0.9545454545454546,2,264
,3602bc2676a386b902500f050d3c4813b0e25fdebeac04f4ab1a45ca,smd_2022_1D02,Write-in,6,0.022727272727272728,2.0,False,False,-252,-0.9545454545454546,2,264
11434.0,dfb98aa3af8e5c0b1557165dce888f15c0ac0974e3947300d116ed6f,smd_2022_1D03,Erika Nunez,576,0.9664429530201343,1.0,True,False,556.0,0.9328859060402686,2,596
,250f28ccbe63411ee916d4a2f6a93442d9a30f2f1db0069834b372b0,smd_2022_1D03,Write-in,20,0.03355704697986577,2.0,False,False,-556,-0.9328859060402686,2,596
10034.0,cd6a3f9ae43d78882dab165714f7b677db68fdbfcd95615e61828e0f,smd_2022_1D04,Yasmin Romero,342,0.9715909090909091,1.0,True,False,332.0,0.9431818181818181,2,352
,9cead2f146ea59004a361073b99d03c3f70ff5b440e9ec12747285af,smd_2022_1D04,Write-in,10,0.028409090909090908,2.0,False,False,-332,-0.9431818181818181,2,352
11532.0,0dcf0bc6cbcbe09714be4d534be1021a7d69dece9f91aee10c507179,smd_2022_1D05,Omar Parbhoo,587,0.9575856443719413,1.0,True,False,561.0,0.9151712887438825,2,613
,34572ec7ead5d804a169ff6652da60c280bcc67a46f0ac6e0081a12d,smd_2022_1D05,Write-in,26,0.04241435562805873,2.0,False,False,-561,-0.9151712887438825,2,613
11435.0,28b3de27b0233c3ef81b25f6ae01a25b5d39030b253d5f858bf73264,smd_2022_1D06,Angela Allison,490,0.9702970297029703,1.0,True,False,475.0,0.9405940594059405,2,505
,f1dbcfba5f1bb18d00d474fb7b38925243475d90318068620297c41b,smd_2022_1D06,Write-in,15,0.0297029702970297,2.0,False,False,-475,-0.9405940594059405,2,505
,ff76d39b1d5394db039be1f20320a0b6fe93726650a11f3996401029,smd_2022_1D07,Write-in,100,1.0,1.0,True,True,0,0.0,1,100
10008.0,198d13865a08b5cf5075a809d4972d493922621c0bccd7b3bbdcb67c,smd_2022_1E01,Kent C. Boese,488,0.8313458262350937,1.0,True,False,389.0,0.6626916524701874,2,587
,2c84aa1d7f1d0cd7cd80622b0b8bacbe308a4c7e0228a613205aaf77,smd_2022_1E01,Write-in,99,0.1686541737649063,2.0,False,False,-389,-0.6626916524701874,2,587
11523.0,7b10f8b77728cbac73004d49074a9922724c126d97ce10f1db1c6f08,smd_2022_1E02,Bobbie Lancaster,382,0.9339853300733496,1.0,True,False,355.0,0.8679706601466992,2,409
,6ce044749b661a80bf020e4f92655c921997075ac19edb77cd5edf4b,smd_2022_1E02,Write-in,27,0.06601466992665037,2.0,False,False,-355,-0.8679706601466992,2,409
10009.0,3be338453cbef0f37de4ac1921e5d9f8352f5816c673aa3e354fe90a,smd_2022_1E03,Michael Wray,561,0.9773519163763066,1.0,True,False,548.0,0.9547038327526132,2,574
,237701c4fdd6a3c8b82db7aa138dc7d33f5a206644ad9aa4ee5d81a5,smd_2022_1E03,Write-in,13,0.02264808362369338,2.0,False,False,-548,-0.9547038327526132,2,574
10010.0,237a1f43d6d5811903f760d7781f6f716b8f34d127fc7f8ced4c94bf,smd_2022_1E04,Rashida Brown,475,0.979381443298969,1.0,True,False,465.0,0.9587628865979381,2,485
,c5bba059df6a13e7117a388ac628ec7470d5921417c15eb496ed273d,smd_2022_1E04,Write-in,10,0.020618556701030927,2.0,False,False,-465,-0.9587628865979381,2,485
,184479bfdd7727e08cc6f7ad2fa2e8fb83151a3b6598812a1cceb47c,smd_2022_1E05,Write-in,44,1.0,1.0,True,True,0,0.0,1,44
11354.0,367dd12ea82d1bc85a955356cfe3bf9f000bf74976457aa9c8e55346,smd_2022_1E06,Josh Jacobson,122,0.7261904761904762,1.0,True,False,78.0,0.46428571428571425,3,168
10693.0,6b5f385e9d2caa459537f14561a4566da104f1729dff8304eb1191d8,smd_2022_1E06,E. Gail Anderson Holness,44,0.2619047619047619,2.0,False,False,-78,-0.46428571428571425,3,168
,acc71d823f5533d9057b31feeefa84e9f2b0f0d0de2cc4f14aab658c,smd_2022_1E06,Write-in,2,0.011904761904761904,3.0,False,False,-120,-0.7142857142857143,3,168
10669.0,e9ac43f75cab61581f47f97560a1c0fba3360365a17a77edae6144a1,smd_2022_1E07,Brian Footer,94,0.5987261146496815,1.0,True,False,31.0,0.197452229299363,3,157
10622.0,e24908f8bf148951f388b06894ff1e62247417317a0394dc7c93e471,smd_2022_1E07,Amanda M Farnan,63,0.4012738853503185,2.0,False,False,-31,-0.197452229299363,3,157
,485c13071b491bae6d286d1a0758b13a9b5f779de6603dd6c9c9f1b1,smd_2022_1E07,Write-in,0,0.0,3.0,False,False,-94,-0.5987261146496815,3,157
10604.0,a3a1aca02836f7a361688a4031b7eebb21ee77bea84c20915ec174df,smd_2022_2A01,Yannik Omictin,66,0.6947368421052632,1.0,True,False,38.0,0.4000000000000001,3,95
11499.0,84ca770eed00ed98fb72e810edb5cb43cbbbd941ec47fa5f305d4a39,smd_2022_2A01,Susana Barañano,28,0.29473684210526313,2.0,False,False,-38,-0.4000000000000001,3,95
,20175f2297209559fb256538cdaa2779386529473050edcee2356fdb,smd_2022_2A01,Write-in,1,0.010526315789473684,3.0,False,False,-65,-0.6842105263157895,3,95
11436.0,29e2f8dacb7d4a6413f970f2fe9623a105d1c93accd5388f24d3d6fe,smd_2022_2A02,Jim Malec,358,0.9675675675675676,1.0,True,False,346.0,0.9351351351351351,2,370
,8426b1ef5f524994306ea14e277c6356d2d95a3918973458ca9374e2,smd_2022_2A02,Write-in,12,0.032432432432432434,2.0,False,False,-346,-0.9351351351351351,2,370
10038.0,9854f1855dc256116985ba90340178eba0b2b4334029b1bcaf656c3c,smd_2022_2A03,"Trupti ""Trip"" Patel",294,0.9046153846153846,1.0,True,False,263.0,0.8092307692307692,2,325
,6634cab13209325980b04369d3d4dc63da802960f4d3fb6cef45b275,smd_2022_2A03,Write-in,31,0.09538461538461539,2.0,False,False,-263,-0.8092307692307692,2,325
11500.0,0ce0b20a4944eb102386efea5260b4bd78b13b36434eb75d47db1f56,smd_2022_2A04,Ed Comer,335,0.6754032258064516,1.0,True,False,185.0,0.37298387096774194,3,496
11373.0,70b25a4e89b64d3d6e0d8fb216a5167ec7eb95c37bfe6d61316f5148,smd_2022_2A04,Carson Robb,150,0.3024193548387097,2.0,False,False,-185,-0.37298387096774194,3,496
,64e6281bbe1035b03a8f4b662c0f425c639443e5674336a2a4e83df5,smd_2022_2A04,Write-in,11,0.02217741935483871,3.0,False,False,-324,-0.6532258064516129,3,496
,e4a29e41fd930ed2a318d32b1c39733a3072431c037505595c7e7367,smd_2022_2A05,Write-in,33,1.0,1.0,True,True,0,0.0,1,33
,fae497e761af77b87d9c7160d9804b709f0e011652a1d2a61d7a6e44,smd_2022_2A06,Write-in,78,1.0,1.0,True,True,0,0.0,1,78
11478.0,825d3bccff0b3c6a7e38e016ff8b934adf04de324b67c8ff88eb2eb4,smd_2022_2A07,Dasia Bandy,59,0.9365079365079365,1.0,True,False,55.0,0.873015873015873,2,63
,72c6c0e9738d567c0b7b685eb49c96cd093e35f56cc8bfe630d2ddd2,smd_2022_2A07,Write-in,4,0.06349206349206349,2.0,False,False,-55,-0.873015873015873,2,63
11438.0,366bf900180dbd9c100773b1f1c4d325771c9999afee31ec27a25c40,smd_2022_2A08,Jordan Nassar,125,0.9689922480620154,1.0,True,False,121.0,0.9379844961240309,2,129
,d7650a99808c867e006a0420955a462803566d04cffa0483a17c554d,smd_2022_2A08,Write-in,4,0.031007751937984496,2.0,False,False,-121,-0.9379844961240309,2,129
,47153eed6182bec4757ebe5af9717eace3097d19410ecb80a2d765cc,smd_2022_2A09,Write-in,24,1.0,1.0,True,True,0,0.0,1,24
10305.0,8d4f48cf2bc69f301df4959177ef61ae3fadcf6df8525ce47722cc28,smd_2022_2B01,Meg Roggensack,546,0.9715302491103203,1.0,True,False,530.0,0.9430604982206405,2,562
,d5af49af49a513565ebfa16c093e78d6baab8796c571bb43de4b54d5,smd_2022_2B01,Write-in,16,0.028469750889679714,2.0,False,False,-530,-0.9430604982206405,2,562
10633.0,d99ed713d516ce89e56dc3e927c21af1cc0701d762533ef2844c85ca,smd_2022_2B02,Jeffrey Rueckgauer,436,0.9710467706013363,1.0,True,False,423.0,0.9420935412026725,2,449
,ec065b4ec09738729237a70df27d4eb66feec169da2f1705cd2cd226,smd_2022_2B02,Write-in,13,0.028953229398663696,2.0,False,False,-423,-0.9420935412026725,2,449
10753.0,3a28392320978d1a9e7762645712a3e557cbcf3db79ab498075955df,smd_2022_2B03,Vincent E. Slatt,546,0.975,1.0,True,False,532.0,0.95,2,560
,58fc57b1cadb0b25ac6f3f10771ffafd87f91878a69d2499801f55da,smd_2022_2B03,Write-in,14,0.025,2.0,False,False,-532,-0.95,2,560
11421.0,660485840a722048c958542aec8e8b0bffcbd105a6136f6e2aeca36e,smd_2022_2B04,China Dickerson,454,0.9458333333333333,1.0,True,False,428.0,0.8916666666666666,2,480
,0ec960595b305c07fe6baca7e617c70e3c3412283cd78a21865edbda,smd_2022_2B04,Write-in,26,0.05416666666666667,2.0,False,False,-428,-0.8916666666666666,2,480
11533.0,e737dd7cc7cc225ea496c0884af71af42c8ccb42703e14c5a938516b,smd_2022_2B05,Z Stein,424,0.954954954954955,1.0,True,False,404.0,0.9099099099099099,2,444
,886359bd8df8a5a0a03ed54df80eff1c310cf08e70a84c7945ad8f25,smd_2022_2B05,Write-in,20,0.04504504504504504,2.0,False,False,-404,-0.9099099099099099,2,444
11464.0,d4d78df60dbdd91376f7fce91534e1a9d856fc96bea70a918229da98,smd_2022_2B06,Matt Johnson,349,0.9830985915492958,1.0,True,False,343.0,0.9661971830985916,2,355
,30c218d272e0693a5da9e9e2711a31b3873e7f4feacfe3cbfa509121,smd_2022_2B06,Write-in,6,0.016901408450704224,2.0,False,False,-343,-0.9661971830985916,2,355
11534.0,b643a743cfdefc9c8d44234235f0d3aa0081ea4f7481c296c8544310,smd_2022_2B07,Patricia Bencivenga,482,0.9488188976377953,1.0,True,False,456.0,0.8976377952755905,2,508
,c023af7c8232fea7541e1de10a858d4f6192ec4347f547b278d3ddce,smd_2022_2B07,Write-in,26,0.051181102362204724,2.0,False,False,-456,-0.8976377952755905,2,508
11365.0,c02830c2f04981657eaaec5119a8a26e83ab0190c277aec81cced4c4,smd_2022_2B08,Zachary Adams,356,0.536144578313253,1.0,True,False,59.0,0.08885542168674698,3,664
11536.0,a6b313efaa8174862d1bab134681bb21c0927b506e6d035894910146,smd_2022_2B08,Thomas Reiter,297,0.44728915662650603,2.0,False,False,-59,-0.08885542168674698,3,664
,9a5f2a7c61ee343c3eff1eb165364156dadc99b2bd7fa0e8dc1beda2,smd_2022_2B08,Write-in,11,0.016566265060240965,3.0,False,False,-345,-0.5195783132530121,3,664
11407.0,2ff215ab7b7f86794fc323e80cc69acc8a8a66180e15ddc3937d5034,smd_2022_2B09,Christopher Davis,633,0.9590909090909091,1.0,True,False,606.0,0.9181818181818182,2,660
,641e7217386cc27c3d22cf208abe6f9359074758c10dc0ba3e7073ba,smd_2022_2B09,Write-in,27,0.04090909090909091,2.0,False,False,-606,-0.9181818181818182,2,660
10052.0,60cb956860778b81e2106c20f5bd06844cb780117be262b87eebebaa,smd_2022_2C01,Michael D. Shankle,312,0.9719626168224299,1.0,True,False,303.0,0.9439252336448598,2,321
,6db03ac559e434d941324d0f8b88dcf219acbc86535a9cbdaa99cc4e,smd_2022_2C01,Write-in,9,0.028037383177570093,2.0,False,False,-303,-0.9439252336448598,2,321
11465.0,bbcfa048c8b2f7fea30fd996c56ef23ec697135161e58c74a5970408,smd_2022_2C02,Rebecca Strauss,261,0.8006134969325154,1.0,True,False,204.0,0.6257668711656442,3,326
11501.0,0528c090d0ecc2a6985b03a321946001ca919291f7f5735e8b829997,smd_2022_2C02,Josette Barsano,57,0.17484662576687116,2.0,False,False,-204,-0.6257668711656442,3,326
,55a091516610127efe2a0ec56011b28c1c24e42744f14142a61b1c26,smd_2022_2C02,Write-in,8,0.024539877300613498,3.0,False,False,-253,-0.7760736196319019,3,326
11613.0,3e40a6fa538c953c4303ff26da037c09af36a6c428add873c36d2571,smd_2022_2C03,Thomas S. Lee,408,0.929384965831435,1.0,True,False,377.0,0.8587699316628701,2,439
,1ece0f0aed8aab286751b9ef30af5010fb396483ef437bfe7716fa49,smd_2022_2C03,Write-in,31,0.07061503416856492,2.0,False,False,-377,-0.8587699316628701,2,439
,68e788f5af79d3f7c6fa141ee1dd2d0d102923069e23cc051ed66bda,smd_2022_2C04,Write-in,75,1.0,1.0,True,True,0,0.0,1,75
10462.0,874881d5669222fb008e249647644831df0a175ca7290719a58a2482,smd_2022_2D01,Ashley Warren,390,0.972568578553616,1.0,True,False,379.0,0.945137157107232,2,401
,e6d51f80554e79826c63c3c05cd7d6802329f633078a804d33341dea,smd_2022_2D01,Write-in,11,0.02743142144638404,2.0,False,False,-379,-0.945137157107232,2,401
11352.0,e68cf62e1e3c5148da18c1eb901bbe1cc5a8ae6e8b2fe01c6699915c,smd_2022_2D02,Carole L. Feld,399,0.973170731707317,1.0,True,False,388.0,0.9463414634146341,2,410
,3b0e6bc805408d65cebb02eb6c77c78bea2c662c2f8ce22d3c9c3cf6,smd_2022_2D02,Write-in,11,0.026829268292682926,2.0,False,False,-388,-0.9463414634146341,2,410
10057.0,1fe2b6fa869bf35644942a9ef2e082b5e1f2390af36e2526ab61afb6,smd_2022_2E01,Kishan Kumar Putta,357,0.9177377892030848,1.0,True,False,325.0,0.8354755784061696,2,389
,5591d38aeac8beaa81144f9d3a26a4c82155e6abeaa3f17b7d3e2cee,smd_2022_2E01,Write-in,32,0.08226221079691516,2.0,False,False,-325,-0.8354755784061696,2,389
10316.0,99c7555c4f179566b7a7d111d16efad7dfe8b7b2706ff85de090317a,smd_2022_2E02,"Christopher ""Topher"" Mathews",227,0.6135135135135135,1.0,True,False,92.0,0.2486486486486486,3,370
11374.0,c0145c0ca5babc96fcc1e8fc5b663d70b8e46bf03d286ff19c7ad5d7,smd_2022_2E02,Patrick Clawson,135,0.36486486486486486,2.0,False,False,-92,-0.2486486486486486,3,370
,875d6b48dfc66ed039c63e8e9d862d70e486d4ef672b3694c0d0f2a5,smd_2022_2E02,Write-in,8,0.021621621621621623,3.0,False,False,-219,-0.5918918918918918,3,370
,c4e182abbfb27b38442c36ce9c0450a43509ce4641d3375cb7b0c84d,smd_2022_2E03,Write-in,164,1.0,1.0,True,True,0,0.0,1,164
,0d04d9eb57306d3fb510fad83fdefc53e21002a4f4172a085c9a86f7,smd_2022_2E04,Write-in,4,1.0,1.0,True,True,0,0.0,1,4
11409.0,43bbe9767621c3e1918f4021e6e6c94e7f3af1cd8527f0813fcf2d0a,smd_2022_2E05,Mimsy Lindner,258,0.9381818181818182,1.0,True,False,241.0,0.8763636363636365,2,275
,90efb58dabad420560934852f6ade33b7939ac0eadfacc701a191344,smd_2022_2E05,Write-in,17,0.06181818181818182,2.0,False,False,-241,-0.8763636363636365,2,275
10062.0,59e011a749ed0f67820b404389601a8269b90d8cfeb61e8e554f229a,smd_2022_2E06,Gwendolyn Lohse,571,0.976068376068376,1.0,True,False,557.0,0.9521367521367521,2,585
,1f22ae709acd0bd498ce364af72d8c2f20f360ca51029eef470899ba,smd_2022_2E06,Write-in,14,0.023931623931623933,2.0,False,False,-557,-0.9521367521367521,2,585
10063.0,93bb67b20647239953272c72425259be6cff39a7d41fa23e46bc2483,smd_2022_2E07,Elizabeth Miller,544,0.9628318584070796,1.0,True,False,523.0,0.9256637168141593,2,565
,4d98c1723072d4664c8478bb2f39e161143b750730c0a0dcd56defde,smd_2022_2E07,Write-in,21,0.03716814159292035,2.0,False,False,-523,-0.9256637168141593,2,565
,81b016160275411ddf7893bbd2040242abe1e6019f080bd789ca033d,smd_2022_2E08,Write-in,15,1.0,1.0,True,True,0,0.0,1,15
11479.0,f3f12958552353eaf96bf081c611b0b6f0a44b4b75736411e297d9df,smd_2022_2F01,David R. Rubenstein,556,0.9754385964912281,1.0,True,False,542.0,0.9508771929824562,2,570
,71adced85a572cb37f506dcc95169af0785f1c0cb9819b7f743b5366,smd_2022_2F01,Write-in,14,0.02456140350877193,2.0,False,False,-542,-0.9508771929824562,2,570
11490.0,820f94c69cfa356d09013ac45d51e0ca5451fc290e538dd70cd1a7f2,smd_2022_2F02,Neil Rocklin,526,0.9686924493554327,1.0,True,False,509.0,0.9373848987108655,2,543
,d78a436721fc41797bbabebbc44f0f955124b89519101c91550ecbf7,smd_2022_2F02,Write-in,17,0.03130755064456722,2.0,False,False,-509,-0.9373848987108655,2,543
,bfb1ec228bb02d22c7e70f275b5e76b256b8bfa73861f4c85c68ca17,smd_2022_2F03,Write-in,89,1.0,1.0,True,True,0,0.0,1,89
11375.0,f20f53add16885183b77171e39105bcda4cd428d05d1392f7da6c082,smd_2022_2F04,Brian J. McCabe,420,0.9790209790209791,1.0,True,False,411.0,0.9580419580419581,2,429
,c10c83865338222cf318ff0fda5e953c330d755d5a5e4b532994d606,smd_2022_2F04,Write-in,9,0.02097902097902098,2.0,False,False,-411,-0.9580419580419581,2,429
