smd_id,contest_number,candidate_name,votes,candidate_name_upper,dcboe_hash_id,ranking,winner,write_in_winner,total_votes,vote_share,winning_votes,winning_vote_percentage,smd_id_shifted,votes_shifted,vote_share_shifted,margin_of_victory,margin_of_victory_percentage,num_candidates,match_score,match_person_id,match_full_name,match_smd_id,person_id
smd_2022_1B05,32,Write-in,156,WRITE-IN,c027e091a5d085e8cd005884b5b109b9b24f738353283514c743b17f,1.0,True,True,156,1.0,156,1.0,smd_2022_1B06,70.0,1.0,0,0.0,1,,,,,
smd_2022_1B06,33,Write-in,70,WRITE-IN,45dcadf142abd43bd652fd984fa32887a7773db11f377199f4a27d3c,1.0,True,True,70,1.0,70,1.0,smd_2022_1B07,490.0,0.9551656920077972,0,0.0,1,,,,,
smd_2022_1B07,34,Ashleigh Fields,490,ASHLEIGH FIELDS,0b8bbdf30f645f5c23fad620fb3fe672d7c4cf73d39734cf658d9e50,1.0,True,False,513,0.9551656920077972,490,0.9551656920077972,smd_2022_1B07,23.0,0.04483430799220273,467.0,0.9103313840155944,2,100.0,11513.0,Ashleigh Fields,smd_2022_1B07,11513.0
smd_2022_1B07,34,Write-in,23,WRITE-IN,42e285133d4a98b31817f2b4c506e438763780e7ee57c294dff4ed90,2.0,False,False,513,0.04483430799220273,490,0.9551656920077972,smd_2022_1B08,568.0,0.9403973509933775,-467,-0.9103313840155944,2,,,,,
smd_2022_1B08,35,Sabel Harris,568,SABEL HARRIS,2c89e0ba33d3ef9865b922649dd11193de12e1e5f84c38970a77ee67,1.0,True,False,604,0.9403973509933775,568,0.9403973509933775,smd_2022_1B08,36.0,0.059602649006622516,532.0,0.880794701986755,2,100.0,10519.0,Sabel Harris,smd_2022_1B08,10519.0
smd_2022_1B08,35,Write-in,36,WRITE-IN,6dd8b2dbb9a96323128fe4a68008ea07a842620c835ab3dd3c078940,2.0,False,False,604,0.059602649006622516,568,0.9403973509933775,smd_2022_1B09,542.0,0.9626998223801065,-532,-0.880794701986755,2,,,,,
smd_2022_1B09,36,Tucker Jones,542,TUCKER JONES,fc1061e070a10cc362bdc7aaca909fc9846247a4f7190302a21e84b0,1.0,True,False,563,0.9626998223801065,542,0.9626998223801065,smd_2022_1B09,21.0,0.037300177619893425,521.0,0.9253996447602131,2,100.0,11363.0,Tucker Jones,smd_2022_1B09,11363.0
smd_2022_1B09,36,Write-in,21,WRITE-IN,f118d04ace52ed612db8c9d4a41e9990c941352adee40cd49efc7aba,2.0,False,False,563,0.037300177619893425,542,0.9626998223801065,smd_2022_1C01,523.0,0.9578754578754579,-521,-0.9253996447602131,2,,,,,
smd_2022_1C01,37,Howard Bauleke,523,HOWARD BAULEKE,d88d9fc48f174638ba2aade81aeaf879c06cea91925d22ec229ee19c,1.0,True,False,546,0.9578754578754579,523,0.9578754578754579,smd_2022_1C01,23.0,0.04212454212454213,500.0,0.9157509157509158,2,100.0,11344.0,Howard Bauleke,smd_2022_1C01,11344.0
smd_2022_1C01,37,Write-in,23,WRITE-IN,44a35093090e6336cb06eb793c110980539d5a9a98eb779e9db6cec6,2.0,False,False,546,0.04212454212454213,523,0.9578754578754579,smd_2022_1C02,547.0,0.968141592920354,-500,-0.9157509157509158,2,,,,,
smd_2022_1C02,38,Lee Dixon,547,LEE DIXON,a781466b17c3f51a2ee80f4015c489244b7d2acb8d1a10bc57df621f,1.0,True,False,565,0.968141592920354,547,0.968141592920354,smd_2022_1C02,18.0,0.03185840707964602,529.0,0.9362831858407079,2,100.0,11531.0,Lee Dixon,smd_2022_1C02,11531.0
smd_2022_1C02,38,Write-in,18,WRITE-IN,ba620e1e9535482568a6ea01ea90b243074d5dde69d029e17fd90ab1,2.0,False,False,565,0.03185840707964602,547,0.968141592920354,smd_2022_1C03,627.0,0.9736024844720497,-529,-0.9362831858407079,2,,,,,
smd_2022_1C03,39,Peter Wood,627,PETER WOOD,2e8354d50db30e833862eba772e0360f216ad477eff6a95fef2e2670,1.0,True,False,644,0.9736024844720497,627,0.9736024844720497,smd_2022_1C03,17.0,0.026397515527950312,610.0,0.9472049689440993,2,100.0,10296.0,Peter Wood,smd_2022_1C03,10296.0
smd_2022_1C03,39,Write-in,17,WRITE-IN,036fed62bee7f8248b674e4e4754f350cd242e34e8e436a7d94224d6,2.0,False,False,644,0.026397515527950312,627,0.9736024844720497,smd_2022_1C04,615.0,0.9715639810426541,-610,-0.9472049689440993,2,,,,,
smd_2022_1C04,40,Joseph Van Wye,615,JOSEPH VAN WYE,0677a42de7f69998e68194e044312dd65609dc1f2981f70e3b1656d8,1.0,True,False,633,0.9715639810426541,615,0.9715639810426541,smd_2022_1C04,18.0,0.02843601895734597,597.0,0.9431279620853081,2,100.0,11489.0,Joseph Van Wye,smd_2022_1C04,11489.0
smd_2022_1C04,40,Write-in,18,WRITE-IN,84366a89f9066e51c27db7275f014fca5e9b765ad5adac32f7ca3f01,2.0,False,False,633,0.02843601895734597,615,0.9715639810426541,smd_2022_1C05,428.0,0.7121464226289518,-597,-0.9431279620853081,2,,,,,
smd_2022_1C05,41,Margaret Stevens,428,MARGARET STEVENS,c18366073bfc0c37989fdc35028d714ae03e06770511533262fddd54,1.0,True,False,601,0.7121464226289518,428,0.7121464226289518,smd_2022_1C05,156.0,0.259567387687188,272.0,0.45257903494176377,3,100.0,11408.0,Margaret Stevens,smd_2022_1C05,11408.0
smd_2022_1C05,41,Wilma B.Y. Jones,156,WILMA B.Y. JONES,54ef85de748cf36a4b86ef512fbb4f6dc3ef86097bbd504a318deff9,2.0,False,False,601,0.259567387687188,428,0.7121464226289518,smd_2022_1C05,17.0,0.028286189683860232,-272,-0.45257903494176377,3,100.0,11568.0,Wilma B.Y. Jones,smd_2022_1C05,11568.0
smd_2022_1C05,41,Write-in,17,WRITE-IN,bdc72ef63902963b975bd1f875eca2428383592f93663f70ff1fe6b9,3.0,False,False,601,0.028286189683860232,428,0.7121464226289518,smd_2022_1C06,589.0,0.9608482871125612,-411,-0.6838602329450916,3,,,,,
smd_2022_1C06,42,Lynda Laughlin,589,LYNDA LAUGHLIN,d9081248356ba899d2bf5843a5aaeb601cc66421cd8c37e1990512db,1.0,True,False,613,0.9608482871125612,589,0.9608482871125612,smd_2022_1C06,24.0,0.03915171288743882,565.0,0.9216965742251224,2,100.0,11514.0,Lynda Laughlin,smd_2022_1C06,11514.0
smd_2022_1C06,42,Write-in,24,WRITE-IN,a58c36abef4a5612c58ba57a591dc7537469f9bdb55f76fe5105454f,2.0,False,False,613,0.03915171288743882,589,0.9608482871125612,smd_2022_1C07,390.0,0.6890459363957597,-565,-0.9216965742251224,2,,,,,
smd_2022_1C07,43,Jake Faleschini,390,JAKE FALESCHINI,74faa0abdef588307d344a1143cc6e473cc9688e1e17807fa35a4107,1.0,True,False,566,0.6890459363957597,390,0.6890459363957597,smd_2022_1C07,170.0,0.3003533568904594,220.0,0.38869257950530034,3,100.0,10632.0,Jake Faleschini,smd_2022_1C07,10632.0
smd_2022_1C07,43,Nancy Shia,170,NANCY SHIA,9b5b4177ba4c8248b5beb951e77b265d475d8b6f3c110c4d74225d0e,2.0,False,False,566,0.3003533568904594,390,0.6890459363957597,smd_2022_1C07,6.0,0.01060070671378092,-220,-0.38869257950530034,3,100.0,10461.0,Nancy Shia,smd_2022_1C07,10461.0
smd_2022_1C07,43,Write-in,6,WRITE-IN,b85e48f9dfec64e6fae8093960d1e068e5c96ec95e381b5b19647153,3.0,False,False,566,0.01060070671378092,390,0.6890459363957597,smd_2022_1C08,212.0,1.0,-384,-0.6784452296819788,3,,,,,
smd_2022_1C08,44,Write-in,212,WRITE-IN,97a5419c3aae5f72fb40335bd0ab0913f497bed0cc0048a63823a2aa,1.0,True,True,212,1.0,212,1.0,smd_2022_1C09,77.0,1.0,0,0.0,1,,,,,
smd_2022_1C09,45,Write-in,77,WRITE-IN,c8dc8c118426918990523108a57410efe18a8d42c044099d784b6085,1.0,True,True,77,1.0,77,1.0,smd_2022_1D01,249.0,1.0,0,0.0,1,,,,,
smd_2022_1D01,46,Write-in,249,WRITE-IN,bb6c21e0708da4130544e5777e21e3b7eb9f33108f1fa4a0fca19414,1.0,True,True,249,1.0,249,1.0,smd_2022_1D02,258.0,0.9772727272727273,0,0.0,1,,,,,
smd_2022_1D02,47,Hannah Grigg,258,HANNAH GRIGG,2f58136f1f3ab1fd5a66ce6cf4a92223cf9b07f72801ac5843729e63,1.0,True,False,264,0.9772727272727273,258,0.9772727272727273,smd_2022_1D02,6.0,0.022727272727272728,252.0,0.9545454545454546,2,100.0,11569.0,Hannah Grigg,smd_2022_1D02,11569.0
smd_2022_1D02,47,Write-in,6,WRITE-IN,3602bc2676a386b902500f050d3c4813b0e25fdebeac04f4ab1a45ca,2.0,False,False,264,0.022727272727272728,258,0.9772727272727273,smd_2022_1D03,576.0,0.9664429530201343,-252,-0.9545454545454546,2,,,,,
smd_2022_1D03,48,Erika Nunez,576,ERIKA NUNEZ,dfb98aa3af8e5c0b1557165dce888f15c0ac0974e3947300d116ed6f,1.0,True,False,596,0.9664429530201343,576,0.9664429530201343,smd_2022_1D03,20.0,0.03355704697986577,556.0,0.9328859060402686,2,100.0,11434.0,Erika Nunez,smd_2022_1D03,11434.0
smd_2022_1D03,48,Write-in,20,WRITE-IN,250f28ccbe63411ee916d4a2f6a93442d9a30f2f1db0069834b372b0,2.0,False,False,596,0.03355704697986577,576,0.9664429530201343,smd_2022_1D04,342.0,0.9715909090909091,-556,-0.9328859060402686,2,,,,,
smd_2022_1D04,49,Yasmin Romero,342,YASMIN ROMERO,cd6a3f9ae43d78882dab165714f7b677db68fdbfcd95615e61828e0f,1.0,True,False,352,0.9715909090909091,342,0.9715909090909091,smd_2022_1D04,10.0,0.028409090909090908,332.0,0.9431818181818181,2,81.0,10034.0,Yasmin Romero-Latin,smd_2022_1D04,10034.0
smd_2022_1D04,49,Write-in,10,WRITE-IN,9cead2f146ea59004a361073b99d03c3f70ff5b440e9ec12747285af,2.0,False,False,352,0.028409090909090908,342,0.9715909090909091,smd_2022_1D05,587.0,0.9575856443719413,-332,-0.9431818181818181,2,,,,,
smd_2022_1D05,50,Omar Parbhoo,587,OMAR PARBHOO,0dcf0bc6cbcbe09714be4d534be1021a7d69dece9f91aee10c507179,1.0,True,False,613,0.9575856443719413,587,0.9575856443719413,smd_2022_1D05,26.0,0.04241435562805873,561.0,0.9151712887438825,2,100.0,11532.0,Omar Parbhoo,smd_2022_1D05,11532.0
smd_2022_1D05,50,Write-in,26,WRITE-IN,34572ec7ead5d804a169ff6652da60c280bcc67a46f0ac6e0081a12d,2.0,False,False,613,0.04241435562805873,587,0.9575856443719413,smd_2022_1D06,490.0,0.9702970297029703,-561,-0.9151712887438825,2,,,,,
smd_2022_1D06,51,Angela Allison,490,ANGELA ALLISON,28b3de27b0233c3ef81b25f6ae01a25b5d39030b253d5f858bf73264,1.0,True,False,505,0.9702970297029703,490,0.9702970297029703,smd_2022_1D06,15.0,0.0297029702970297,475.0,0.9405940594059405,2,100.0,11435.0,Angela Allison,smd_2022_1D06,11435.0
smd_2022_1D06,51,Write-in,15,WRITE-IN,f1dbcfba5f1bb18d00d474fb7b38925243475d90318068620297c41b,2.0,False,False,505,0.0297029702970297,490,0.9702970297029703,smd_2022_1D07,100.0,1.0,-475,-0.9405940594059405,2,,,,,
smd_2022_1D07,52,Write-in,100,WRITE-IN,ff76d39b1d5394db039be1f20320a0b6fe93726650a11f3996401029,1.0,True,True,100,1.0,100,1.0,smd_2022_1E01,488.0,0.8313458262350937,0,0.0,1,,,,,
smd_2022_1E01,53,Kent C. Boese,488,KENT C. BOESE,198d13865a08b5cf5075a809d4972d493922621c0bccd7b3bbdcb67c,1.0,True,False,587,0.8313458262350937,488,0.8313458262350937,smd_2022_1E01,99.0,0.1686541737649063,389.0,0.6626916524701874,2,100.0,10008.0,Kent C. Boese,smd_2022_1E01,10008.0
smd_2022_1E01,53,Write-in,99,WRITE-IN,2c84aa1d7f1d0cd7cd80622b0b8bacbe308a4c7e0228a613205aaf77,2.0,False,False,587,0.1686541737649063,488,0.8313458262350937,smd_2022_1E02,382.0,0.9339853300733496,-389,-0.6626916524701874,2,,,,,
smd_2022_1E02,54,Bobbie Lancaster,382,BOBBIE LANCASTER,7b10f8b77728cbac73004d49074a9922724c126d97ce10f1db1c6f08,1.0,True,False,409,0.9339853300733496,382,0.9339853300733496,smd_2022_1E02,27.0,0.06601466992665037,355.0,0.8679706601466992,2,100.0,11523.0,Bobbie Lancaster,smd_2022_1E02,11523.0
smd_2022_1E02,54,Write-in,27,WRITE-IN,6ce044749b661a80bf020e4f92655c921997075ac19edb77cd5edf4b,2.0,False,False,409,0.06601466992665037,382,0.9339853300733496,smd_2022_1E03,561.0,0.9773519163763066,-355,-0.8679706601466992,2,,,,,
smd_2022_1E03,55,Michael Wray,561,MICHAEL WRAY,3be338453cbef0f37de4ac1921e5d9f8352f5816c673aa3e354fe90a,1.0,True,False,574,0.9773519163763066,561,0.9773519163763066,smd_2022_1E03,13.0,0.02264808362369338,548.0,0.9547038327526132,2,100.0,10009.0,Michael Wray,smd_2022_1E03,10009.0
smd_2022_1E03,55,Write-in,13,WRITE-IN,237701c4fdd6a3c8b82db7aa138dc7d33f5a206644ad9aa4ee5d81a5,2.0,False,False,574,0.02264808362369338,561,0.9773519163763066,smd_2022_1E04,475.0,0.979381443298969,-548,-0.9547038327526132,2,,,,,
smd_2022_1E04,56,Rashida Brown,475,RASHIDA BROWN,237a1f43d6d5811903f760d7781f6f716b8f34d127fc7f8ced4c94bf,1.0,True,False,485,0.979381443298969,475,0.979381443298969,smd_2022_1E04,10.0,0.020618556701030927,465.0,0.9587628865979381,2,100.0,10010.0,Rashida Brown,smd_2022_1E04,10010.0
smd_2022_1E04,56,Write-in,10,WRITE-IN,c5bba059df6a13e7117a388ac628ec7470d5921417c15eb496ed273d,2.0,False,False,485,0.020618556701030927,475,0.979381443298969,smd_2022_1E05,44.0,1.0,-465,-0.9587628865979381,2,,,,,
smd_2022_1E05,57,Write-in,44,WRITE-IN,184479bfdd7727e08cc6f7ad2fa2e8fb83151a3b6598812a1cceb47c,1.0,True,True,44,1.0,44,1.0,smd_2022_1E06,122.0,0.7261904761904762,0,0.0,1,,,,,
smd_2022_1E06,58,Josh Jacobson,122,JOSH JACOBSON,367dd12ea82d1bc85a955356cfe3bf9f000bf74976457aa9c8e55346,1.0,True,False,168,0.7261904761904762,122,0.7261904761904762,smd_2022_1E06,44.0,0.2619047619047619,78.0,0.46428571428571425,3,100.0,11354.0,Josh Jacobson,smd_2022_1E06,11354.0
smd_2022_1E06,58,E. Gail Anderson Holness,44,E. GAIL ANDERSON HOLNESS,6b5f385e9d2caa459537f14561a4566da104f1729dff8304eb1191d8,2.0,False,False,168,0.2619047619047619,122,0.7261904761904762,smd_2022_1E06,2.0,0.011904761904761904,-78,-0.46428571428571425,3,100.0,10693.0,E. Gail Anderson Holness,smd_2022_1E06,10693.0
smd_2022_1E06,58,Write-in,2,WRITE-IN,acc71d823f5533d9057b31feeefa84e9f2b0f0d0de2cc4f14aab658c,3.0,False,False,168,0.011904761904761904,122,0.7261904761904762,smd_2022_1E07,94.0,0.5987261146496815,-120,-0.7142857142857143,3,,,,,
smd_2022_1E07,59,Brian Footer,94,BRIAN FOOTER,e9ac43f75cab61581f47f97560a1c0fba3360365a17a77edae6144a1,1.0,True,False,157,0.5987261146496815,94,0.5987261146496815,smd_2022_1E07,63.0,0.4012738853503185,31.0,0.197452229299363,3,100.0,10669.0,Brian Footer,smd_2022_1E07,10669.0
smd_2022_1E07,59,Amanda M Farnan,63,AMANDA M FARNAN,e24908f8bf148951f388b06894ff1e62247417317a0394dc7c93e471,2.0,False,False,157,0.4012738853503185,94,0.5987261146496815,smd_2022_1E07,0.0,0.0,-31,-0.197452229299363,3,93.0,10622.0,Amanda Farnan,smd_2022_1E07,10622.0
smd_2022_1E07,59,Write-in,0,WRITE-IN,485c13071b491bae6d286d1a0758b13a9b5f779de6603dd6c9c9f1b1,3.0,False,False,157,0.0,94,0.5987261146496815,smd_2022_2A01,66.0,0.6947368421052632,-94,-0.5987261146496815,3,,,,,
smd_2022_2A01,60,Yannik Omictin,66,YANNIK OMICTIN,a3a1aca02836f7a361688a4031b7eebb21ee77bea84c20915ec174df,1.0,True,False,95,0.6947368421052632,66,0.6947368421052632,smd_2022_2A01,28.0,0.29473684210526313,38.0,0.4000000000000001,3,100.0,10604.0,Yannik Omictin,smd_2022_2A01,10604.0
smd_2022_2A01,60,Susana Barañano,28,SUSANA BARAÑANO,84ca770eed00ed98fb72e810edb5cb43cbbbd941ec47fa5f305d4a39,2.0,False,False,95,0.29473684210526313,66,0.6947368421052632,smd_2022_2A01,1.0,0.010526315789473684,-38,-0.4000000000000001,3,100.0,11499.0,Susana Barañano,smd_2022_2A01,11499.0
smd_2022_2A01,60,Write-in,1,WRITE-IN,20175f2297209559fb256538cdaa2779386529473050edcee2356fdb,3.0,False,False,95,0.010526315789473684,66,0.6947368421052632,smd_2022_2A02,358.0,0.9675675675675676,-65,-0.6842105263157895,3,,,,,
smd_2022_2A02,61,Jim Malec,358,JIM MALEC,29e2f8dacb7d4a6413f970f2fe9623a105d1c93accd5388f24d3d6fe,1.0,True,False,370,0.9675675675675676,358,0.9675675675675676,smd_2022_2A02,12.0,0.032432432432432434,346.0,0.9351351351351351,2,100.0,11436.0,Jim Malec,smd_2022_2A02,11436.0
smd_2022_2A02,61,Write-in,12,WRITE-IN,8426b1ef5f524994306ea14e277c6356d2d95a3918973458ca9374e2,2.0,False,False,370,0.032432432432432434,358,0.9675675675675676,smd_2022_2A03,294.0,0.9046153846153846,-346,-0.9351351351351351,2,,,,,
smd_2022_2A03,62,"Trupti ""Trip"" Patel",294,"TRUPTI ""TRIP"" PATEL",9854f1855dc256116985ba90340178eba0b2b4334029b1bcaf656c3c,1.0,True,False,325,0.9046153846153846,294,0.9046153846153846,smd_2022_2A03,31.0,0.09538461538461539,263.0,0.8092307692307692,2,93.0,10038.0,"Trupti ""Trip"" J. Patel",smd_2022_2A03,10038.0
smd_2022_2A03,62,Write-in,31,WRITE-IN,6634cab13209325980b04369d3d4dc63da802960f4d3fb6cef45b275,2.0,False,False,325,0.09538461538461539,294,0.9046153846153846,smd_2022_2A04,335.0,0.6754032258064516,-263,-0.8092307692307692,2,,,,,
